status_account,month_duration,status_savings,years_employment,payment_to_income_ratio,residence_since,age,n_credits,n_guarantors,telephone,is_foreign_worker,age_group,loan_burden,risk_combo,financial_health,employment_stability,has_collateral,credit_amount_log,loan_to_income_proxy,total_credit_exposure,sex_female,sex_male,credit_history_all_paid_here,credit_history_critical_other,credit_history_current_paid,credit_history_delayed_past,credit_history_no_credits,other_installment_plans_bank,other_installment_plans_none,other_installment_plans_stores,housing_for free,housing_own,housing_rent,job_management,job_skilled,job_unemployed,job_unskilled,marital_status_divorced/separated,marital_status_divorced/separated/married,marital_status_married/widowed,marital_status_single,purpose_risk_high_risk,purpose_risk_low_risk,purpose_risk_medium_risk,target
0.0,-0.7357217881266841,4.0,2.0,1.0,3.0,31.0,-0.6951322010424811,2.0,,1.0,1.0,304.25,6.0,2.6,2.4000000000000004,1.0,8.20303024171486,-0.44869407837796993,-1.3025022743768035,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
3.0,-1.3855450622104237,0.0,1.0,1.0,2.0,29.0,-0.6951322010424811,2.0,,0.0,1.0,373.5,4.0,2.8,1.6,0.0,7.309881485824786,-0.1968263783046581,-1.3025022743768035,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,2.1884829452501444,0.0,0.0,3.0,4.0,40.0,-0.6951322010424811,1.0,1.0,1.0,2.0,112.10416666666669,5.0,1.6,0.0,1.0,8.590815331286851,-0.3320802425137019,-0.47518840418907593,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
3.0,-0.7357217881266841,0.0,4.0,2.0,3.0,37.0,-0.6951322010424811,1.0,,1.0,2.0,283.25,4.0,2.8,2.8,1.0,8.131530710604252,0.5051298110693373,-0.8888453392829397,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.0,-0.4920380603452817,1.0,4.0,4.0,4.0,44.0,1.05362805315244,2.0,1.0,1.0,2.0,98.53333333333332,5.0,1.4,2.4000000000000004,1.0,7.2991214627108,-0.12178132109869905,1.593096271280243,-0.646869164755947,0.6468691647559474,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,-1.223089243689489,2.0,4.0,1.0,2.0,31.0,1.05362805315244,2.0,,1.0,1.0,241.5,5.0,2.4,2.4000000000000004,1.0,7.27931883541462,-0.6769207668920539,-0.8888453392829397,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,-1.0726311735207972,1.0,-0.18689261259251502,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1.0,0.2390131229989254,1.0,4.0,4.0,2.0,48.0,1.05362805315244,1.0,,1.0,2.0,72.625,4.0,2.0,1.6,1.0,7.463936604468925,-0.4987039105224903,1.593096271280243,-0.646869164755947,0.6468691647559474,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
2.0,-0.7357217881266841,1.0,2.0,2.0,4.0,52.0,-0.6951322010424811,1.0,1.0,1.0,2.0,256.4166666666667,3.0,2.6,2.4000000000000004,1.0,8.032035314398824,0.30993992075981536,-0.8888453392829397,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
2.0,-1.223089243689489,1.0,2.0,1.0,2.0,21.0,-0.6951322010424811,1.0,,1.0,0.0,294.3333333333333,3.0,2.6,2.4000000000000004,1.0,7.477038472319696,-0.4847617755003817,-1.3025022743768035,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
1.0,-0.9794055159080864,0.0,3.0,2.0,1.0,24.0,-0.6951322010424811,1.0,1.0,1.0,0.0,225.55555555555557,5.0,1.6,2.4000000000000004,1.0,7.616283561580385,0.08545134091107916,-0.8888453392829397,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
2.0,-0.8169496973871515,2.0,0.0,4.0,4.0,57.0,2.802388307347361,1.0,,1.0,2.0,104.9090909090909,2.0,3.0,0.7,0.0,7.051855622955894,-0.029024792761887228,3.2477240116556985,1.5459076649252297,-1.5459076649252297,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,-0.08589851404294442,1.0,4.0,1.0,4.0,24.0,1.05362805315244,1.0,,1.0,0.0,213.6,5.0,1.4,2.4000000000000004,1.0,8.360071435644025,-0.7783952626616626,-0.8888453392829397,1.5459076649252297,-1.5459076649252297,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
1.0,4.137952767501363,2.0,2.0,2.0,2.0,24.0,-0.6951322010424811,1.0,,1.0,0.0,77.70833333333333,5.0,2.4,2.4000000000000004,1.0,8.629807335785372,-0.9900126251059302,-0.8888453392829397,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,-0.7357217881266841,1.0,2.0,3.0,2.0,39.0,1.05362805315244,2.0,,0.0,2.0,176.83333333333334,5.0,1.4,1.6,0.0,7.660585461703256,0.3741949778182293,0.7657824010925155,-0.646869164755947,0.6468691647559474,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
2.0,0.2390131229989254,2.0,2.0,3.0,3.0,27.0,1.05362805315244,1.0,1.0,1.0,1.0,172.45833333333334,2.0,3.0,1.6,1.0,8.32845106681936,0.3264583198620962,0.7657824010925155,-0.646869164755947,0.6468691647559474,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
2.0,-1.1418613344290214,0.0,4.0,3.0,4.0,36.0,-0.6951322010424811,1.0,,1.0,2.0,120.85714285714286,3.0,2.2,2.4000000000000004,1.0,6.741700694652055,-0.23657445268445879,-0.47518840418907593,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,-1.0726311735207972,1.0,-0.18689261259251502,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
2.0,-0.4920380603452817,2.0,2.0,4.0,3.0,31.0,-0.6951322010424811,1.0,,1.0,1.0,102.13333333333334,2.0,3.0,2.4000000000000004,1.0,7.334981878871814,-0.06940738779825574,-0.06153146909521212,1.5459076649252297,-1.5459076649252297,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.0,-0.00467060478247696,0.0,3.0,2.0,3.0,35.0,-0.6951322010424811,1.0,1.0,1.0,2.0,189.33333333333331,5.0,1.6,2.4000000000000004,1.0,8.28828304520769,-0.17803480501398977,-0.8888453392829397,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,-0.7357217881266841,3.0,2.0,4.0,3.0,66.0,-0.6951322010424811,1.0,,1.0,2.0,63.833333333333336,5.0,2.8,1.6,0.0,6.642486801367256,-0.6266078448557486,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
1.0,0.2390131229989254,1.0,1.0,4.0,2.0,23.0,-0.6951322010424811,1.0,,1.0,0.0,51.91666666666666,5.0,2.0,1.6,0.0,7.1284959456800365,-0.7999752629567527,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
2.0,-0.7357217881266841,1.0,3.0,2.0,4.0,36.0,-0.6951322010424811,1.0,1.0,1.0,2.0,128.5,3.0,2.6,2.4000000000000004,1.0,7.341483852363161,-0.6205460470200491,-0.8888453392829397,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
2.0,0.2390131229989254,0.0,3.0,4.0,2.0,31.0,-0.6951322010424811,1.0,1.0,1.0,1.0,38.708333333333336,3.0,2.2,2.4000000000000004,1.0,6.835184586147301,-0.9921342543484247,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
2.0,-0.4920380603452817,1.0,3.0,2.0,2.0,33.0,-0.6951322010424811,1.0,,1.0,1.0,201.9333333333333,3.0,2.6,2.4000000000000004,1.0,8.016317898503415,-0.08638042173821424,-0.8888453392829397,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
2.0,-0.24835433256387934,1.0,1.0,4.0,1.0,43.0,-0.6951322010424811,2.0,,1.0,2.0,85.16666666666667,3.0,2.6,1.6,1.0,7.335633981927201,-0.31624379566793703,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1.0,2.1884829452501444,0.0,2.0,4.0,4.0,38.0,-0.6951322010424811,2.0,1.0,1.0,2.0,139.1875,5.0,1.6,2.4000000000000004,1.0,8.807172622916703,0.46966829373049557,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,-1.0726311735207972,1.0,-0.18689261259251502,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
1.0,-0.7357217881266841,1.0,4.0,4.0,4.0,41.0,-0.6951322010424811,2.0,,1.0,2.0,74.0,5.0,2.0,1.6,1.0,6.790097235513905,-0.47869997766468214,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.0,-0.24835433256387934,1.0,4.0,4.0,3.0,40.0,-0.6951322010424811,1.0,1.0,1.0,2.0,238.72222222222223,5.0,2.0,2.8,1.0,8.365905077202456,1.9177307667151635,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,-1.0726311735207972,1.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
3.0,0.7263805785617302,1.0,4.0,4.0,4.0,66.0,-0.6951322010424811,1.0,1.0,1.0,2.0,63.6,4.0,3.2,2.8,0.0,7.554334823725748,-0.6300024516437402,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,-1.0726311735207972,1.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
2.0,0.2390131229989254,3.0,4.0,3.0,2.0,26.0,-0.6951322010424811,1.0,1.0,1.0,1.0,134.79166666666666,3.0,3.4,2.8,1.0,8.082093278178382,-0.08453157339832594,-0.47518840418907593,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.0,3.163217856375754,2.0,1.0,4.0,2.0,24.0,-0.6951322010424811,1.0,,1.0,0.0,123.46666666666668,5.0,2.4,2.8,1.0,8.910450756416656,0.24095666138955563,-0.06153146909521212,1.5459076649252297,-1.5459076649252297,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.0,0.2390131229989254,1.0,2.0,2.0,2.0,21.0,-0.6951322010424811,1.0,,1.0,0.0,273.6666666666667,6.0,1.4,1.6,1.0,8.790116892892472,0.43541913595879383,-0.8888453392829397,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.0,0.2390131229989254,1.0,2.0,1.0,4.0,22.0,-0.6951322010424811,1.0,,0.0,0.0,151.33333333333334,8.0,1.4,2.4000000000000004,1.0,8.197814032221203,-1.0048640298033935,-1.3025022743768035,1.5459076649252297,-1.5459076649252297,1.0,-0.6236095644623236,-1.0726311735207972,0.0,-0.18689261259251502,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
2.0,2.675850400812949,0.0,2.0,2.0,2.0,39.0,-0.6951322010424811,2.0,,1.0,2.0,174.74074074074073,6.0,2.2,1.6,1.0,9.152393412021333,-0.28418362044801565,-0.8888453392829397,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,-1.0726311735207972,0.0,5.35066627903756,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.0,3.163217856375754,1.0,4.0,3.0,4.0,63.0,1.05362805315244,1.0,1.0,1.0,2.0,113.93333333333334,6.0,1.4,2.4000000000000004,1.0,8.830104317913793,-0.31212177313966144,0.7657824010925155,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,-1.0726311735207972,1.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
3.0,-0.00467060478247696,1.0,1.0,2.0,1.0,33.0,-0.6951322010424811,1.0,,1.0,1.0,110.42857142857144,3.0,3.2,2.4000000000000004,1.0,7.749322464660356,-0.7520004629427883,-0.8888453392829397,-0.646869164755947,0.6468691647559474,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2.0,-1.223089243689489,3.0,2.0,2.0,4.0,50.0,-0.6951322010424811,1.0,,1.0,2.0,206.0,3.0,3.4,2.4000000000000004,1.0,7.120444372392488,-0.056798848300000995,-0.8888453392829397,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
2.0,-0.00467060478247696,0.0,2.0,1.0,4.0,29.0,1.05362805315244,1.0,1.0,1.0,1.0,238.23809523809524,6.0,2.2,2.4000000000000004,1.0,8.517992871586802,-0.6887845712276371,-0.8888453392829397,1.5459076649252297,-1.5459076649252297,0.0,-0.6236095644623236,-1.0726311735207972,0.0,5.35066627903756,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
2.0,-0.7357217881266841,0.0,2.0,4.0,2.0,21.0,-0.6951322010424811,1.0,,1.0,0.0,73.83333333333333,3.0,2.2,2.4000000000000004,1.0,6.787844982309579,-0.481124696798962,-0.06153146909521212,1.5459076649252297,-1.5459076649252297,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.2390131229989254,1.0,3.0,4.0,4.0,23.0,1.05362805315244,1.0,,1.0,0.0,60.083333333333336,6.0,1.4,2.4000000000000004,1.0,7.274479558773871,-0.6811640253770436,1.593096271280243,1.5459076649252297,-1.5459076649252297,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
2.0,-1.223089243689489,3.0,2.0,1.0,2.0,32.0,-0.6951322010424811,1.0,1.0,1.0,1.0,496.3333333333333,3.0,3.4,2.4000000000000004,1.0,7.999342952713282,0.2499281221863907,-1.3025022743768035,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.0,0.2390131229989254,2.0,0.0,1.0,1.0,33.0,-0.6951322010424811,1.0,,1.0,1.0,98.29166666666669,6.0,1.8,2.1,1.0,7.766416898019655,-1.1977807459245284,-1.3025022743768035,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,0.2390131229989254,0.0,2.0,2.0,4.0,20.0,-0.6951322010424811,1.0,,1.0,0.0,124.83333333333331,6.0,1.0,2.4000000000000004,1.0,8.005367067316664,-0.6472179574971267,-0.8888453392829397,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
2.0,-0.24835433256387934,1.0,1.0,3.0,2.0,35.0,1.05362805315244,1.0,1.0,1.0,2.0,210.0,2.0,2.6,2.8,1.0,8.237743803890933,0.736084308609486,0.7657824010925155,-0.646869164755947,0.6468691647559474,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
2.0,0.4826968507803278,0.0,4.0,4.0,4.0,48.0,4.551148561542282,2.0,1.0,1.0,2.0,192.22222222222223,3.0,2.2,2.4000000000000004,1.0,8.55468163582723,1.2412341282511064,4.902351752031153,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,1.213748034124535,1.0,1.0,4.0,1.0,30.0,-0.6951322010424811,1.0,1.0,1.0,1.0,133.19444444444446,5.0,2.0,2.8,1.0,8.475537516147405,0.3824794348603521,-0.06153146909521212,1.5459076649252297,-1.5459076649252297,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,-0.7357217881266841,1.0,1.0,4.0,2.0,46.0,1.05362805315244,1.0,1.0,1.0,2.0,58.083333333333336,8.0,1.4,2.4000000000000004,1.0,6.548219102762372,-0.710260654988401,1.593096271280243,-0.646869164755947,0.6468691647559474,1.0,-0.6236095644623236,-1.0726311735207972,0.0,-0.18689261259251502,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
2.0,-0.24835433256387934,1.0,2.0,2.0,2.0,36.0,1.05362805315244,2.0,,1.0,2.0,231.38888888888889,6.0,2.6,2.4000000000000004,1.0,8.334711621820917,0.12788392576097532,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,-1.0726311735207972,0.0,5.35066627903756,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.0,-0.5732659696057492,1.0,0.0,1.0,4.0,22.0,-0.6951322010424811,1.0,,1.0,0.0,283.7857142857143,6.0,1.4,2.1,1.0,8.287528423111763,-0.5231242960891652,-1.3025022743768035,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
2.0,-0.24835433256387934,2.0,2.0,4.0,2.0,30.0,1.05362805315244,1.0,,1.0,1.0,103.55555555555556,2.0,3.0,2.4000000000000004,0.0,7.5310163320779155,-0.04871645118573505,1.593096271280243,1.5459076649252297,-1.5459076649252297,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
3.0,-1.223089243689489,1.0,2.0,2.0,4.0,50.0,-0.6951322010424811,1.0,,1.0,2.0,174.5,3.0,3.2,1.6,1.0,6.954638864880987,-0.2859348064894399,-0.8888453392829397,1.5459076649252297,-1.5459076649252297,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2.0,-0.24835433256387934,1.0,0.0,3.0,4.0,22.0,-0.6951322010424811,1.0,,1.0,0.0,24.05555555555556,3.0,2.6,2.1,0.0,6.073044534100405,-1.2927994269991172,-0.47518840418907593,1.5459076649252297,-1.5459076649252297,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1.0,1.213748034124535,0.0,2.0,2.0,2.0,27.0,-0.6951322010424811,1.0,,1.0,1.0,103.08333333333331,5.0,1.6,2.4000000000000004,1.0,8.21932609390609,-0.8054308810088823,-0.8888453392829397,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1.0,-0.9794055159080864,1.0,4.0,4.0,4.0,25.0,-0.6951322010424811,1.0,,1.0,1.0,134.0,5.0,2.0,2.4000000000000004,0.0,7.095893221097532,0.39419891067603746,-0.06153146909521212,1.5459076649252297,-1.5459076649252297,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
2.0,-1.223089243689489,4.0,2.0,4.0,2.0,33.0,-0.6951322010424811,1.0,,1.0,1.0,257.1666666666667,3.0,3.8,2.4000000000000004,0.0,7.342131730584722,2.186066350908793,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
2.0,-1.3855450622104237,1.0,3.0,1.0,1.0,37.0,-0.6951322010424811,2.0,,1.0,2.0,845.0,2.0,2.6,2.4000000000000004,0.0,8.125926802707886,1.518056229414714,-1.3025022743768035,1.5459076649252297,-1.5459076649252297,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
3.0,0.2390131229989254,3.0,2.0,3.0,3.0,57.0,-0.6951322010424811,1.0,,1.0,2.0,52.41666666666666,4.0,4.0,1.6,1.0,7.138073034044347,-0.9833446474866607,-0.47518840418907593,1.5459076649252297,-1.5459076649252297,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
2.0,-0.7357217881266841,2.0,2.0,4.0,2.0,28.0,-0.6951322010424811,1.0,,1.0,1.0,172.75,3.0,3.0,2.4000000000000004,0.0,7.637234388789473,0.9579461093960856,-0.06153146909521212,1.5459076649252297,-1.5459076649252297,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,-0.00467060478247696,1.0,1.0,4.0,4.0,28.0,-0.6951322010424811,1.0,1.0,1.0,1.0,124.0952380952381,6.0,1.4,2.8,1.0,7.865955413933502,0.250101316410268,-0.06153146909521212,1.5459076649252297,-1.5459076649252297,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
